User,Gesture Type,Random Iteration,Number Of Training Examples,Total Size Of Training Set,Training Set Contents,Candidate,Recognizer Result Gesture Type,Result,Recognizer Result Score,Recognizer Result Best Match,Recognizer Result N Best Sorted
10,null~,1,1,16,"['arrowhead~06', 'asterisk~07', 'D~04', 'exclamation_point~09', 'five_point_star~01', 'H~05', 'half_note~09', 'I~03', 'line~02', 'N~05', 'null~09', 'P~03', 'pitchfork~09', 'six_point_star~02', 'T~07', 'X~05']",['null~05'],null~,1,0.32006879855508275,null~09,"[['null~09', 0.32006879855508275], ['five_point_star~01', 1.9960198230202997], ['pitchfork~09', 2.049304952607496], ['asterisk~07', 2.671169631618221], ['six_point_star~02', 2.781919740691293], ['P~03', 2.9150320982579765], ['arrowhead~06', 3.217491890266783], ['X~05', 3.6734630479269517], ['T~07', 3.9947990089587515], ['line~02', 4.262902752962654], ['D~04', 4.285476308482176], ['exclamation_point~09', 4.960525559729259], ['half_note~09', 5.056804566889007], ['H~05', 5.1220315540013654], ['N~05', 5.305080745030669], ['I~03', 6.439131896872876]]"
10,P~,1,1,16,"['arrowhead~06', 'asterisk~07', 'D~04', 'exclamation_point~09', 'five_point_star~01', 'H~05', 'half_note~09', 'I~03', 'line~02', 'N~05', 'null~09', 'P~03', 'pitchfork~09', 'six_point_star~02', 'T~07', 'X~05']",['P~04'],P~,1,0.7357620102857673,P~03,"[['P~03', 0.7357620102857673], ['X~05', 2.5580252780133232], ['asterisk~07', 2.7650593760662723], ['null~09', 2.7934748470967747], ['five_point_star~01', 3.014957743470118], ['pitchfork~09', 3.1352233021814016], ['arrowhead~06', 3.3421558750780433], ['six_point_star~02', 3.370714863232029], ['N~05', 3.4919437943981873], ['H~05', 3.6294561069545668], ['line~02', 3.6611518321514236], ['D~04', 3.860019805619868], ['T~07', 4.18570218271598], ['exclamation_point~09', 4.2075670969260175], ['half_note~09', 4.790427774363572], ['I~03', 5.114375383151942]]"
10,pitchfork~,1,1,16,"['arrowhead~06', 'asterisk~07', 'D~04', 'exclamation_point~09', 'five_point_star~01', 'H~05', 'half_note~09', 'I~03', 'line~02', 'N~05', 'null~09', 'P~03', 'pitchfork~09', 'six_point_star~02', 'T~07', 'X~05']",['pitchfork~05'],pitchfork~,1,0.9418674459426913,pitchfork~09,"[['pitchfork~09', 0.9418674459426913], ['null~09', 1.3746562302202594], ['asterisk~07', 1.917758145350083], ['arrowhead~06', 2.1151213978111447], ['five_point_star~01', 2.174520928553124], ['line~02', 2.8104018772747974], ['T~07', 3.1293779698946262], ['P~03', 3.388792914427458], ['half_note~09', 3.5188198490861122], ['H~05', 3.574584458692647], ['X~05', 3.6509683600618033], ['six_point_star~02', 3.7064970981914325], ['D~04', 3.7205913016082426], ['exclamation_point~09', 3.8592986334128803], ['N~05', 4.0210776507648], ['I~03', 4.774275885260933]]"
10,six_point_star~,1,1,16,"['arrowhead~06', 'asterisk~07', 'D~04', 'exclamation_point~09', 'five_point_star~01', 'H~05', 'half_note~09', 'I~03', 'line~02', 'N~05', 'null~09', 'P~03', 'pitchfork~09', 'six_point_star~02', 'T~07', 'X~05']",['six_point_star~03'],six_point_star~,1,1.1123610663371206,six_point_star~02,"[['six_point_star~02', 1.1123610663371206], ['five_point_star~01', 1.605738903569688], ['null~09', 1.9987868726278493], ['X~05', 2.3172534726385865], ['P~03', 3.1257122204251186], ['arrowhead~06', 3.1819738029835136], ['asterisk~07', 3.2716268925266125], ['pitchfork~09', 3.2929033262408702], ['D~04', 3.3888644144807607], ['H~05', 4.2162549967141665], ['half_note~09', 4.331493455711579], ['T~07', 4.494628890657988], ['exclamation_point~09', 4.5033616702153045], ['N~05', 4.540911090913452], ['line~02', 4.650940815364548], ['I~03', 5.0493999499647195]]"
10,T~,1,1,16,"['arrowhead~06', 'asterisk~07', 'D~04', 'exclamation_point~09', 'five_point_star~01', 'H~05', 'half_note~09', 'I~03', 'line~02', 'N~05', 'null~09', 'P~03', 'pitchfork~09', 'six_point_star~02', 'T~07', 'X~05']",['T~09'],T~,1,0.6025219128971446,T~07,"[['T~07', 0.6025219128971446], ['pitchfork~09', 2.575401030375405], ['exclamation_point~09', 2.622901288493908], ['asterisk~07', 2.757720304374004], ['X~05', 2.9012529633287345], ['I~03', 2.9050996800214466], ['half_note~09', 3.356290983295579], ['D~04', 3.6884352030782694], ['arrowhead~06', 4.001157377049092], ['P~03', 4.177045443948175], ['null~09', 4.179218017551848], ['five_point_star~01', 4.855663056357884], ['N~05', 4.990962899847442], ['six_point_star~02', 4.991412189893991], ['H~05', 5.216789973563354], ['line~02', 5.399350830413512]]"
10,X~,1,1,16,"['arrowhead~06', 'asterisk~07', 'D~04', 'exclamation_point~09', 'five_point_star~01', 'H~05', 'half_note~09', 'I~03', 'line~02', 'N~05', 'null~09', 'P~03', 'pitchfork~09', 'six_point_star~02', 'T~07', 'X~05']",['X~04'],X~,1,0.6299618341895792,X~05,"[['X~05', 0.6299618341895792], ['asterisk~07', 1.857849316933931], ['P~03', 2.3265549536251835], ['D~04', 2.4219990705753123], ['arrowhead~06', 2.507164571412751], ['H~05', 2.7381969824861074], ['half_note~09', 2.8119857592431248], ['exclamation_point~09', 2.982112656779216], ['I~03', 3.1061437882999234], ['pitchfork~09', 3.1242891907407366], ['six_point_star~02', 3.242829951800991], ['five_point_star~01', 3.2430881708164767], ['N~05', 3.4700824171831237], ['line~02', 3.5073022582475093], ['null~09', 3.771965665579941], ['T~07', 3.9021747319423876]]"
10,arrowhead~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['arrowhead~02'],line~,0,1.1145011219058478,line~10,"[['line~10', 1.1145011219058478], ['arrowhead~05', 1.4402273058422816], ['X~07', 2.299081134315618], ['pitchfork~08', 2.5580149716385594], ['asterisk~06', 2.6955221163446086], ['five_point_star~01', 2.997014863691445], ['N~04', 3.065028554113165], ['H~08', 3.065896740796034], ['exclamation_point~03', 3.6243418616624337], ['six_point_star~01', 3.7206331783605266], ['P~03', 3.8801739702401696], ['null~10', 3.9786644076914714], ['half_note~03', 4.062960876231564], ['D~05', 4.476278250925228], ['T~07', 4.517383024211127], ['I~01', 5.156668004938103]]"
10,asterisk~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['asterisk~08'],asterisk~,1,0.5641986586644593,asterisk~06,"[['asterisk~06', 0.5641986586644593], ['X~07', 0.800162736679215], ['arrowhead~05', 2.2397468043215385], ['H~08', 2.33890256841947], ['exclamation_point~03', 2.362806628841239], ['P~03', 2.524555482406713], ['half_note~03', 2.5673486025921455], ['pitchfork~08', 2.6312895202622295], ['five_point_star~01', 2.683990538670243], ['six_point_star~01', 2.8025501640150234], ['N~04', 2.9419378613075873], ['null~10', 3.0489915862641634], ['T~07', 3.1519665049632755], ['line~10', 3.2948700743686232], ['I~01', 3.368855730936037], ['D~05', 3.4260251780140245]]"
10,D~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['D~07'],D~,1,0.5313779297371515,D~05,"[['D~05', 0.5313779297371515], ['H~08', 1.3027032769267874], ['P~03', 2.272552511347091], ['N~04', 2.3895328515954146], ['arrowhead~05', 2.747184914197121], ['X~07', 2.9140477564130043], ['pitchfork~08', 3.1999644642959377], ['I~01', 3.2376544656692503], ['six_point_star~01', 3.541049588288208], ['null~10', 3.5861847746173203], ['asterisk~06', 3.586850442019988], ['T~07', 3.88584797321209], ['exclamation_point~03', 4.19406558851], ['five_point_star~01', 4.403299041280975], ['line~10', 4.428104306732502], ['half_note~03', 4.568725326551275]]"
10,exclamation_point~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['exclamation_point~10'],exclamation_point~,1,0.5463102969128388,exclamation_point~03,"[['exclamation_point~03', 0.5463102969128388], ['half_note~03', 1.2041432742600753], ['I~01', 1.9942461548605042], ['asterisk~06', 2.2509802753783132], ['arrowhead~05', 3.2317863474459876], ['T~07', 3.232494691113379], ['X~07', 3.3093723807090805], ['five_point_star~01', 3.9824772391821717], ['pitchfork~08', 4.111997963147043], ['D~05', 4.251590217811617], ['P~03', 4.3338832021438], ['six_point_star~01', 4.585750922537971], ['N~04', 5.359226610474354], ['H~08', 5.379868787053038], ['line~10', 5.43338693532837], ['null~10', 5.7017777342455185]]"
10,five_point_star~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['five_point_star~10'],five_point_star~,1,0.7873640117780933,five_point_star~01,"[['five_point_star~01', 0.7873640117780933], ['null~10', 2.237957327521301], ['six_point_star~01', 2.3192294497828674], ['asterisk~06', 2.4381311159331664], ['pitchfork~08', 2.5286725992987495], ['X~07', 2.8972138414346125], ['P~03', 2.963597718572188], ['exclamation_point~03', 3.6721226867145678], ['arrowhead~05', 3.6880018285189458], ['half_note~03', 3.7851824727948693], ['H~08', 3.8201397507567636], ['line~10', 3.9456651028390515], ['N~04', 4.649756467865311], ['D~05', 4.913552603289101], ['T~07', 4.992113994246237], ['I~01', 5.441667069238915]]"
10,H~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['H~01'],H~,1,0.5999264159572523,H~08,"[['H~08', 0.5999264159572523], ['D~05', 1.715183582999137], ['P~03', 1.8013746199622274], ['X~07', 2.0821091936036606], ['N~04', 2.198182500107129], ['pitchfork~08', 2.360711566001073], ['asterisk~06', 2.6094294022954645], ['arrowhead~05', 2.648277111930121], ['line~10', 2.8521393806109807], ['five_point_star~01', 2.9187937224684397], ['null~10', 2.9262325398284768], ['six_point_star~01', 3.148540340461236], ['exclamation_point~03', 4.550927252849758], ['half_note~03', 4.836662475075913], ['I~01', 4.848375203958923], ['T~07', 4.919358450390394]]"
10,half_note~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['half_note~05'],half_note~,1,0.5096536306510928,half_note~03,"[['half_note~03', 0.5096536306510928], ['exclamation_point~03', 1.1768762052571484], ['I~01', 1.9021419284646368], ['asterisk~06', 2.373421598852948], ['arrowhead~05', 3.236433558268925], ['pitchfork~08', 3.24847444560666], ['X~07', 3.549107190360266], ['five_point_star~01', 3.7686814250503162], ['T~07', 3.913130115229394], ['six_point_star~01', 4.334822916736472], ['D~05', 4.546845769428133], ['P~03', 4.569149320903193], ['null~10', 5.294842665691531], ['H~08', 5.463462878134371], ['line~10', 5.559852515962854], ['N~04', 5.591004891155396]]"
10,I~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['I~05'],I~,1,1.364355588256781,I~01,"[['I~01', 1.364355588256781], ['D~05', 2.214645783406757], ['exclamation_point~03', 2.3017632642463903], ['half_note~03', 2.530005821215565], ['arrowhead~05', 2.593327966005535], ['asterisk~06', 2.7751839226320034], ['T~07', 3.454520069212437], ['X~07', 3.5197643990507963], ['pitchfork~08', 3.58019554595956], ['P~03', 3.7354723484116463], ['H~08', 3.809707289792255], ['N~04', 3.955469087666755], ['five_point_star~01', 4.390668111936501], ['six_point_star~01', 4.544258240959605], ['line~10', 4.585632935507097], ['null~10', 5.495655026791815]]"
10,line~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['line~09'],line~,1,0.17208085754924107,line~10,"[['line~10', 0.17208085754924107], ['arrowhead~05', 1.933186709414428], ['N~04', 2.5811422464743106], ['H~08', 2.620165612910404], ['pitchfork~08', 2.979027605507996], ['X~07', 3.0307439303699], ['asterisk~06', 3.452962913448138], ['five_point_star~01', 3.7953347856817814], ['P~03', 3.81052906477118], ['D~05', 4.269606375882425], ['null~10', 4.445901997372636], ['six_point_star~01', 4.584729919170607], ['exclamation_point~03', 4.715786235126627], ['T~07', 5.0077935119999015], ['half_note~03', 5.250407409673201], ['I~01', 5.7130234675611105]]"
10,N~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['N~07'],N~,1,1.2678682888619306,N~04,"[['N~04', 1.2678682888619306], ['H~08', 2.0937248178145413], ['line~10', 2.3043334001208295], ['D~05', 2.958654609345002], ['arrowhead~05', 3.4694194278798016], ['pitchfork~08', 3.5962362816845026], ['X~07', 3.7244964031461274], ['P~03', 4.045025138272211], ['six_point_star~01', 4.15026673616528], ['five_point_star~01', 4.5194324105301416], ['asterisk~06', 4.652196885549916], ['T~07', 4.8508540428345], ['null~10', 5.3598034372446595], ['exclamation_point~03', 6.009880742950493], ['I~01', 6.443686879405451], ['half_note~03', 6.911310744181887]]"
10,null~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['null~06'],null~,1,0.6671655416537614,null~10,"[['null~10', 0.6671655416537614], ['pitchfork~08', 1.7431769621404007], ['six_point_star~01', 1.7796029502528086], ['five_point_star~01', 2.046401395971135], ['asterisk~06', 2.8994146008442105], ['P~03', 3.0256260821578], ['X~07', 3.206288590437596], ['arrowhead~05', 3.2546656114585337], ['H~08', 3.4262922774894453], ['T~07', 3.734823573378461], ['D~05', 3.945967185716474], ['line~10', 4.18993016917035], ['half_note~03', 4.354255941038773], ['N~04', 4.375535008756474], ['exclamation_point~03', 4.80317155341685], ['I~01', 6.122436815764334]]"
10,P~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['P~08'],P~,1,0.7888404898501191,P~03,"[['P~03', 0.7888404898501191], ['asterisk~06', 2.540419826799819], ['X~07', 2.5941001657024727], ['H~08', 2.616631014859086], ['five_point_star~01', 2.908280619554536], ['null~10', 2.9656611188271285], ['six_point_star~01', 3.133143149355686], ['arrowhead~05', 3.1615846118631983], ['D~05', 3.1657957977921676], ['pitchfork~08', 3.1996334431738527], ['exclamation_point~03', 3.315874356236037], ['N~04', 3.6893787995875913], ['line~10', 4.007631043601799], ['half_note~03', 4.15241470148828], ['T~07', 4.74053425369083], ['I~01', 4.747815616378693]]"
10,pitchfork~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['pitchfork~07'],pitchfork~,1,0.34766870490882484,pitchfork~08,"[['pitchfork~08', 0.34766870490882484], ['arrowhead~05', 1.9132244874249011], ['null~10', 2.075494865383795], ['asterisk~06', 2.182643489159873], ['five_point_star~01', 2.2156842072786973], ['H~08', 2.6102313482202404], ['X~07', 2.6615988045446266], ['line~10', 2.821095867811843], ['six_point_star~01', 2.9065709135995195], ['T~07', 2.9770822642882298], ['half_note~03', 3.027517217844529], ['P~03', 3.1526072070209445], ['exclamation_point~03', 3.4067622932044066], ['N~04', 3.4133100391372277], ['D~05', 3.520178706009947], ['I~01', 4.068833076225545]]"
10,six_point_star~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['six_point_star~08'],five_point_star~,0,1.3418005525997132,five_point_star~01,"[['five_point_star~01', 1.3418005525997132], ['six_point_star~01', 1.5862866523348713], ['null~10', 2.0275268996982], ['X~07', 2.6718162778659504], ['asterisk~06', 2.7948995409924593], ['P~03', 2.8352539111326274], ['pitchfork~08', 3.333696067045867], ['H~08', 3.464315193415916], ['arrowhead~05', 3.5783050254058253], ['D~05', 3.68574650528146], ['half_note~03', 3.7853895021158834], ['exclamation_point~03', 4.15299968743189], ['N~04', 4.162484001845792], ['T~07', 4.579636503151054], ['line~10', 4.882208536938439], ['I~01', 5.041759740969698]]"
10,T~,2,1,16,"['arrowhead~05', 'asterisk~06', 'D~05', 'exclamation_point~03', 'five_point_star~01', 'H~08', 'half_note~03', 'I~01', 'line~10', 'N~04', 'null~10', 'P~03', 'pitchfork~08', 'six_point_star~01', 'T~07', 'X~07']",['T~02'],T~,1,0.4634826149522138,T~07,"[['T~07', 0.4634826149522138], ['asterisk~06', 2.483718121082183], ['X~07', 2.590211701934366], ['exclamation_point~03', 2.834979014558981], ['arrowhead~05', 2.956203356622486], ['pitchfork~08', 3.1269773322637686], ['half_note~03', 3.4563621863736436], ['I~01', 3.612821429158104], ['D~05', 3.619959877176728], ['six_point_star~01', 3.9529202488512505], ['P~03', 4.070538825347889], ['N~04', 4.076809313579864], ['null~10', 4.159162113844657], ['H~08', 4.399078486157384], ['five_point_star~01', 4.701844411325807], ['line~10', 5.114092168165678]]"
