User,Gesture Type,Random Iteration,Number Of Training Examples,Total Size Of Training Set,Training Set Contents,Candidate,Recognizer Result Gesture Type,Result,Recognizer Result Score,Recognizer Result Best Match,Recognizer Result N Best Sorted
user_0,right square bracket,1,1,16,"['arrow02', 'caret04', 'check05', 'circle08', 'delete08', 'left curly brace01', 'left square bracket04', 'pig tail09', 'rectangle07', 'right curly brace07', 'right square bracket01', 'star05', 'triangle05', 'v01', 'x08', 'zig-zag09']",['right square bracket04'],right square bracket,1,0.9594496200597428,right square bracket01,"[['right square bracket01', 0.9594496200597428], ['right curly brace07', 0.8545324042589175], ['caret04', 0.6589323539559556], ['left square bracket04', 0.627143323600881], ['zig-zag09', 0.6099941752409621], ['check05', 0.5933871301578773], ['left curly brace01', 0.5922461341115954], ['pig tail09', 0.5814940847544292], ['arrow02', 0.5326899818926651], ['v01', 0.4305581755017335], ['delete08', 0.4192707489359063], ['rectangle07', 0.34649586835016766], ['star05', 0.34220738365299597], ['circle08', 0.34178901382509774], ['x08', 0.3071205034813351], ['triangle05', 0.2857530563369237]]"
user_0,star,1,1,16,"['arrow02', 'caret04', 'check05', 'circle08', 'delete08', 'left curly brace01', 'left square bracket04', 'pig tail09', 'rectangle07', 'right curly brace07', 'right square bracket01', 'star05', 'triangle05', 'v01', 'x08', 'zig-zag09']",['star01'],star,1,0.812975373588114,star05,"[['star05', 0.812975373588114], ['zig-zag09', 0.5006960333111304], ['delete08', 0.48194934509822795], ['arrow02', 0.45744235120919197], ['x08', 0.41519159552051754], ['pig tail09', 0.4071846941632423], ['left curly brace01', 0.37863278485200236], ['v01', 0.3502105338991922], ['check05', 0.3403048302153764], ['caret04', 0.33891134551390645], ['right square bracket01', 0.3372664110861101], ['right curly brace07', 0.33514087636583], ['left square bracket04', 0.3064508458366375], ['rectangle07', 0.30028829572371607], ['triangle05', 0.29588911092735515], ['circle08', 0.25241027773561375]]"
user_0,triangle,1,1,16,"['arrow02', 'caret04', 'check05', 'circle08', 'delete08', 'left curly brace01', 'left square bracket04', 'pig tail09', 'rectangle07', 'right curly brace07', 'right square bracket01', 'star05', 'triangle05', 'v01', 'x08', 'zig-zag09']",['triangle03'],triangle,1,0.9062432659725268,triangle05,"[['triangle05', 0.9062432659725268], ['rectangle07', 0.8536215723303072], ['x08', 0.7567792144266479], ['circle08', 0.7517733185513324], ['v01', 0.6744551222027828], ['check05', 0.6047894219231037], ['left square bracket04', 0.5974527842622971], ['arrow02', 0.5253807227237215], ['left curly brace01', 0.5156739573707761], ['zig-zag09', 0.4618501508419368], ['delete08', 0.4358420828925089], ['star05', 0.42891256807984224], ['pig tail09', 0.38736170751322807], ['caret04', 0.35255427035172804], ['right square bracket01', 0.3322632380366206], ['right curly brace07', 0.3293794232996643]]"
user_0,v,1,1,16,"['arrow02', 'caret04', 'check05', 'circle08', 'delete08', 'left curly brace01', 'left square bracket04', 'pig tail09', 'rectangle07', 'right curly brace07', 'right square bracket01', 'star05', 'triangle05', 'v01', 'x08', 'zig-zag09']",['v05'],v,1,0.9363965284824116,v01,"[['v01', 0.9363965284824116], ['check05', 0.81650311579165], ['left square bracket04', 0.7854780973460931], ['left curly brace01', 0.7819996347578265], ['rectangle07', 0.6996053722117684], ['triangle05', 0.6342613045310402], ['zig-zag09', 0.6207429229212407], ['circle08', 0.6196317696172475], ['x08', 0.5425643105279013], ['delete08', 0.5367948797734682], ['right curly brace07', 0.5074880949520173], ['right square bracket01', 0.4731913630416986], ['pig tail09', 0.44958840978370296], ['arrow02', 0.40419863868797623], ['caret04', 0.38127391998984683], ['star05', 0.3529806172931981]]"
user_0,x,1,1,16,"['arrow02', 'caret04', 'check05', 'circle08', 'delete08', 'left curly brace01', 'left square bracket04', 'pig tail09', 'rectangle07', 'right curly brace07', 'right square bracket01', 'star05', 'triangle05', 'v01', 'x08', 'zig-zag09']",['x04'],x,1,0.9090487561892087,x08,"[['x08', 0.9090487561892087], ['triangle05', 0.7577424428374624], ['rectangle07', 0.7119751294025529], ['arrow02', 0.6886751029824341], ['circle08', 0.630438230055153], ['v01', 0.5568882574584452], ['star05', 0.5265106672702764], ['check05', 0.5127955562914686], ['left square bracket04', 0.4811765126237614], ['pig tail09', 0.4763655335142174], ['caret04', 0.4756713159379279], ['zig-zag09', 0.42821832509050783], ['delete08', 0.42321090304423303], ['left curly brace01', 0.41956566710421317], ['right curly brace07', 0.37362321286848077], ['right square bracket01', 0.32184481671984466]]"
user_0,zig-zag,1,1,16,"['arrow02', 'caret04', 'check05', 'circle08', 'delete08', 'left curly brace01', 'left square bracket04', 'pig tail09', 'rectangle07', 'right curly brace07', 'right square bracket01', 'star05', 'triangle05', 'v01', 'x08', 'zig-zag09']",['zig-zag06'],zig-zag,1,0.87381773197815,zig-zag09,"[['zig-zag09', 0.87381773197815], ['right curly brace07', 0.6835173520328404], ['left curly brace01', 0.6738569601213489], ['right square bracket01', 0.640634595542203], ['left square bracket04', 0.6295817425645487], ['check05', 0.6182091709401133], ['v01', 0.5835287169345527], ['pig tail09', 0.5434433222865849], ['caret04', 0.5388842523308048], ['star05', 0.5247023187168258], ['rectangle07', 0.49359607795469085], ['arrow02', 0.4750266435973165], ['circle08', 0.43670633220710464], ['triangle05', 0.4279501221578752], ['delete08', 0.40373758227356915], ['x08', 0.3630989007857258]]"
user_0,arrow,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['arrow08'],arrow,1,0.8548100386640418,arrow01,"[['arrow01', 0.8548100386640418], ['arrow05', 0.7417900850941404], ['x10', 0.7405489819991703], ['pig tail10', 0.7286344447337197], ['pig tail08', 0.6998485516527587], ['caret02', 0.6744046074580599], ['x06', 0.6504534775740477], ['caret06', 0.6366484340147205], ['triangle03', 0.5685059215103285], ['triangle02', 0.5490180046314833], ['right curly brace04', 0.5481014483012145], ['rectangle01', 0.5468040298491613], ['right square bracket03', 0.538488809245451], ['right curly brace07', 0.5367795036588943], ['star04', 0.536404511300524], ['delete09', 0.5226496237829894], ['delete08', 0.5210088327728238], ['star08', 0.5142183196239287], ['rectangle10', 0.4924240700661161], ['right square bracket06', 0.4804314756015433], ['circle06', 0.46021693254665474], ['circle04', 0.4273390492813215], ['zig-zag04', 0.4187684586205317], ['v09', 0.40714079818387405], ['zig-zag05', 0.4064549190225488], ['left curly brace03', 0.3966821540693839], ['left curly brace08', 0.3929508724044839], ['v07', 0.3755021710712698], ['left square bracket09', 0.3543817065892959], ['check07', 0.35257601360179414], ['left square bracket08', 0.3487101063029915], ['check05', 0.3418393198948593]]"
user_0,caret,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['caret10'],caret,1,0.8728918394692049,caret06,"[['caret06', 0.8728918394692049], ['caret02', 0.8586235388511149], ['right square bracket03', 0.7561821514931207], ['right square bracket06', 0.7149351862410926], ['right curly brace07', 0.7062957679009237], ['right curly brace04', 0.6860669632092329], ['pig tail10', 0.646183915071956], ['delete09', 0.6276160836215168], ['arrow01', 0.6204718986956523], ['delete08', 0.6048095207313964], ['arrow05', 0.6007053398284516], ['pig tail08', 0.5685750345071919], ['x10', 0.5000310465901974], ['check07', 0.499054036831041], ['zig-zag05', 0.47268546229053754], ['zig-zag04', 0.46984990019939954], ['check05', 0.46851237831377746], ['left curly brace08', 0.4655595790640925], ['left square bracket09', 0.4574476205791278], ['left square bracket08', 0.45106734195913933], ['x06', 0.3937373052038693], ['left curly brace03', 0.3888036534129098], ['v07', 0.3740188947360429], ['star04', 0.3637522748586647], ['v09', 0.36238456182505874], ['rectangle01', 0.35851057312531376], ['star08', 0.29693006392879584], ['triangle02', 0.28741918553766166], ['triangle03', 0.2861212184141677], ['rectangle10', 0.2665106687421074], ['circle06', 0.25776177357917784], ['circle04', 0.2464696571080125]]"
user_0,check,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['check06'],left square bracket,0,0.9231392458467389,left square bracket09,"[['left square bracket09', 0.9231392458467389], ['check07', 0.8952870871617278], ['left square bracket08', 0.8928342181797266], ['check05', 0.8722213182173958], ['left curly brace08', 0.8440021589681043], ['v07', 0.7233095476629604], ['left curly brace03', 0.71188523842039], ['right curly brace07', 0.668533148128531], ['v09', 0.6678899513890575], ['right curly brace04', 0.650813442536119], ['right square bracket03', 0.6260697152994925], ['right square bracket06', 0.6133386194901367], ['zig-zag05', 0.6131219675018611], ['zig-zag04', 0.5965924851099962], ['rectangle10', 0.5935728475907864], ['triangle02', 0.5638602092972372], ['triangle03', 0.5482910303745627], ['rectangle01', 0.5396420089446273], ['circle04', 0.5163792808545294], ['circle06', 0.5146705370055227], ['caret06', 0.4749965826580328], ['caret02', 0.44896898526332873], ['x06', 0.44811008809169994], ['delete09', 0.437396526016944], ['delete08', 0.41540838559408777], ['pig tail08', 0.3897239488770132], ['x10', 0.3776756358403558], ['pig tail10', 0.3287244306296858], ['arrow05', 0.3167168984168076], ['arrow01', 0.30948173694986514], ['star08', 0.3066027045342612], ['star04', 0.28506954963726516]]"
user_0,circle,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['circle05'],circle,1,0.9408230223621181,circle04,"[['circle04', 0.9408230223621181], ['circle06', 0.9333901387690002], ['rectangle10', 0.8524854729358327], ['rectangle01', 0.810092193085742], ['triangle03', 0.8094990548414878], ['triangle02', 0.8017718331430046], ['v07', 0.6782910876755197], ['x06', 0.6781365501413108], ['x10', 0.6704184109749511], ['v09', 0.6606014423542796], ['check05', 0.6046683294691182], ['left curly brace03', 0.5785597626043076], ['check07', 0.5783408134409648], ['left square bracket09', 0.550639121139816], ['left square bracket08', 0.5287023628316567], ['left curly brace08', 0.5029814933960134], ['zig-zag05', 0.4834028806114352], ['zig-zag04', 0.45850161812264845], ['arrow05', 0.43186827415707263], ['pig tail08', 0.4227776979207065], ['delete08', 0.3937265780720748], ['pig tail10', 0.38292792795627506], ['delete09', 0.38264023290222327], ['arrow01', 0.3629119107179357], ['right curly brace04', 0.30196023038250375], ['star04', 0.28887856336988493], ['right curly brace07', 0.28528379465625164], ['right square bracket06', 0.28207326704880864], ['right square bracket03', 0.26037837102906936], ['caret02', 0.24551532333724702], ['star08', 0.23505617925119793], ['caret06', 0.22501233115969632]]"
user_0,delete,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['delete04'],delete,1,0.9128707595911387,delete08,"[['delete08', 0.9128707595911387], ['delete09', 0.8969870613254025], ['caret06', 0.6111158133639849], ['caret02', 0.6011902264806541], ['arrow05', 0.581916492914859], ['v09', 0.5688448976564415], ['arrow01', 0.5336912715163658], ['v07', 0.5006664394469116], ['right square bracket03', 0.49291876611616947], ['x10', 0.4852227575966649], ['rectangle01', 0.481495970463377], ['star08', 0.48010128697749], ['pig tail10', 0.4734093115314154], ['check07', 0.47284370379009744], ['check05', 0.4713333364302459], ['left curly brace03', 0.46678257851414806], ['pig tail08', 0.4594262075088137], ['rectangle10', 0.45899919686677637], ['triangle02', 0.45886420459391475], ['x06', 0.4575512145905646], ['triangle03', 0.45324797266948424], ['right square bracket06', 0.4459156016959269], ['right curly brace07', 0.44472161744916205], ['right curly brace04', 0.4413851000014094], ['zig-zag04', 0.43993528864653575], ['star04', 0.4300597430380474], ['zig-zag05', 0.4277761510390842], ['circle06', 0.3952516450453897], ['circle04', 0.38370070018545954], ['left curly brace08', 0.37994002561024176], ['left square bracket09', 0.37776223831585154], ['left square bracket08', 0.3564619564245185]]"
user_0,left curly brace,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['left curly brace06'],left curly brace,1,0.9007350563939549,left curly brace08,"[['left curly brace08', 0.9007350563939549], ['left square bracket08', 0.8487738032228741], ['left square bracket09', 0.8387401863517184], ['check05', 0.8154966108046581], ['check07', 0.8062608293468206], ['v07', 0.7743054206345169], ['left curly brace03', 0.7601805922766867], ['v09', 0.7296719769255282], ['right curly brace07', 0.6368035853398141], ['right curly brace04', 0.6337989110969899], ['zig-zag05', 0.6329190252732053], ['zig-zag04', 0.6078119527277319], ['rectangle10', 0.5922376485898065], ['right square bracket03', 0.5595533726494422], ['triangle02', 0.5575486701091736], ['right square bracket06', 0.545118649709168], ['triangle03', 0.5393207767986373], ['rectangle01', 0.5310394832453962], ['circle06', 0.4775313583103802], ['circle04', 0.4732209128985284], ['pig tail08', 0.44679385393420257], ['caret06', 0.43346302292126826], ['x06', 0.4248449486074316], ['delete09', 0.4221167941915148], ['caret02', 0.4218079907046305], ['delete08', 0.4149061201727391], ['star04', 0.4027995309974083], ['x10', 0.394086631918792], ['star08', 0.3839436329719512], ['pig tail10', 0.38293968434280723], ['arrow01', 0.3627185949012639], ['arrow05', 0.31305256558175487]]"
user_0,left square bracket,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['left square bracket03'],left square bracket,1,0.9578363045238963,left square bracket09,"[['left square bracket09', 0.9578363045238963], ['left square bracket08', 0.9215983343374871], ['check07', 0.9083844150590861], ['check05', 0.9000724442761552], ['left curly brace08', 0.857199048496026], ['v07', 0.7618589195255421], ['left curly brace03', 0.7279382119872042], ['v09', 0.7082852057248663], ['right curly brace07', 0.6372238181575289], ['zig-zag05', 0.6260739986325106], ['right curly brace04', 0.6160356351108329], ['rectangle10', 0.6157050187203825], ['zig-zag04', 0.6102524136232459], ['right square bracket06', 0.5951508620440231], ['right square bracket03', 0.5929458580193575], ['triangle02', 0.5857830209892023], ['triangle03', 0.5667304409271927], ['rectangle01', 0.5565407229750223], ['circle06', 0.5372989219033601], ['circle04', 0.5370681126599248], ['x06', 0.4708999981595865], ['caret06', 0.43540142432787354], ['delete09', 0.43126019043180674], ['caret02', 0.41580761299813995], ['delete08', 0.4107599920715539], ['x10', 0.4006219205143443], ['pig tail08', 0.3974870517685314], ['pig tail10', 0.3326684784560905], ['arrow01', 0.31525580371785766], ['star04', 0.30402287205034284], ['star08', 0.3027368041706281], ['arrow05', 0.3001962626914624]]"
user_0,pig tail,1,2,32,"['arrow01', 'arrow05', 'caret02', 'caret06', 'check07', 'check05', 'circle06', 'circle04', 'delete08', 'delete09', 'left curly brace08', 'left curly brace03', 'left square bracket08', 'left square bracket09', 'pig tail10', 'pig tail08', 'rectangle01', 'rectangle10', 'right curly brace04', 'right curly brace07', 'right square bracket03', 'right square bracket06', 'star08', 'star04', 'triangle03', 'triangle02', 'v09', 'v07', 'x10', 'x06', 'zig-zag04', 'zig-zag05']",['pig tail07'],pig tail,1,0.9003902330276025,pig tail10,"[['pig tail10', 0.9003902330276025], ['pig tail08', 0.8182666699260669], ['caret02', 0.737277342392683], ['caret06', 0.7103534345816463], ['arrow01', 0.6933331735303108], ['x10', 0.6213160861698569], ['arrow05', 0.6195939728707107], ['right square bracket03', 0.6045622690998522], ['right curly brace07', 0.5934679567988659], ['right curly brace04', 0.5882808062994274], ['right square bracket06', 0.5530121476830561], ['delete09', 0.5219136306210317], ['x06', 0.5130932046088807], ['delete08', 0.502749970595577], ['rectangle01', 0.4682435466521132], ['zig-zag04', 0.45653076116625924], ['zig-zag05', 0.4378593527549687], ['left curly brace08', 0.4156597982352854], ['triangle03', 0.4045513279212736], ['rectangle10', 0.4023923503868868], ['triangle02', 0.38118719296974], ['star04', 0.369550098645837], ['left curly brace03', 0.3695073032948344], ['circle06', 0.3680503986048206], ['v09', 0.36504662443615865], ['left square bracket08', 0.36220349754071035], ['left square bracket09', 0.35516993393955687], ['circle04', 0.34740909287814115], ['check07', 0.3445417148304808], ['check05', 0.33612923865934996], ['star08', 0.33446096615428966], ['v07', 0.32017646984110526]]"
